start
time Gaze_x    Gaze_y    Contents
65   0.860442149294727 0.532299216217098    8
66   0.859202683010381 0.537551082404093    8
67   0.855307291477061 0.527991232876616    8
68   0.855230961648658 0.52482649391527    8
69   0.784313155341124 0.457228114197846    8
0   0.675212463254297 0.416084954665052    7
0   0.562765047861831 0.299124153512594    3
0   0.478141757351636 0.189711553846109    2
1   0.47305249983981 0.209550199199498    2
2   0.466146860812387 0.203802775921986    2
3   0.477147457905517 0.206452919576009    2
4   0.469053852578782 0.2142120077458    2
5   0.475583428003461 0.215771163742033    2
6   0.470306200836376 0.249120045649306    2
7   0.473656586690595 0.275015100505357    2
8   0.471150013359761 0.199261822896801    2
9   0.469013493009584 0.188583994500618    2
10   0.472477540518298 0.214020554686044    2
11   0.477591106489513 0.241676388300448    2
12   0.469245872447459 0.242423266464129    2
13   0.467334128761195 0.248616628040054    2
14   0.441463287475472 0.196257840788235    2
15   0.375604697370477 0.145593682678395    2
16   0.369558254783101 0.151436811617259    2
17   0.375672383851338 0.131422491644003    2
18   0.368780043149059 0.143717844324328    2
19   0.369310931199607 0.151712202058093    2
20   0.371847441826731 0.150662870915198    2
21   0.367328897270227 0.153756470242911    2
22   0.370460198105775 0.147707963569815    2
23   0.371859362875057 0.15973893488956    2
24   0.367557581266738 0.162235925815025    2
25   0.369572386512004 0.143417670100121    2
26   0.372526067045101 0.139195276320379    2
27   0.370959133190468 0.139230021251592    2
28   0.370606192887067 0.145611196771142    2
29   0.374272334023999 0.152180460727664    2
30   0.369717545198796 0.151178923661064    2
31   0.3712358071067 0.145616588638859    2
32   0.364607541616465 0.16153497859159    2
33   0.370052043037049 0.146511501243822    2
34   0.375424876511488 0.167040148382284    2
35   0.371195301358625 0.143998540752705    2
36   0.368357763108634 0.159651756298899    2
37   0.29202298445864 0.294279486793698    2
0   0.205052937916207 0.524396480666951    5
0   0.131128358271212 0.744077166061629    9
1   0.0938205419923861 0.919494233575847    9
2   0.106171000125755 0.884876216060434    9
3   0.101600055109429 0.893797234245994    9
4   0.100340044889208 0.873083234873434    9
5   0.103358944620254 0.889328694474784    9
6   0.099455639295229 0.884393307129585    9
7   0.0997173513090956 0.885277541567007    9
8   0.106348964131939 0.880235740452122    9
9   0.101204651077524 0.86923255314548    9
10   0.129845910319091 0.939944770400189    9
11   0.104565995181133 0.862885848866426    9
12   0.107825063143764 0.89580901859631    9
13   0.106849020279356 0.854240192625412    9
14   0.105562517571911 0.870007251880111    9
15   0.11448469127447 0.89018612516179    9
16   0.109723973036694 0.883319319465159    9
17   0.107837658528865 0.899610423496711    9
18   0.10473610252518 0.886543717238965    9
19   0.100841127174704 0.877755992779157    9
20   0.103192498060594 0.874033361157217    9
21   0.101057209770602 0.875963725109841    9
22   0.102709978218286 0.859573939142706    9
23   0.0917910521573049 0.846622769396959    9
24   0.101784830952511 0.882661026152959    9
25   0.0888572339538314 0.866628022998725    9
26   0.101260150679195 0.85806263313043    9
27   0.0991267910750366 0.889190499774941    9
28   0.0871513286944037 0.856818510265157    9
29   0.104668029417553 0.885400085131323    9
30   0.0933737550465139 0.883941048230668    9
31   0.0945511798387315 0.894017875415102    9
32   0.0962542254695791 0.883043589011209    9
33   0.088672090916134 0.865240803213965    9
34   0.0910169873193354 0.854933760555468    9
35   0.0930347599593233 0.862262654738402    9
36   0.0931379540379567 0.875561452604416    9
37   0.0945070424309051 0.890356014761323    9
38   0.092975754971917 0.848522354073225    9
39   0.100628258265374 0.861690386481769    9
40   0.0973073357287149 0.879938455014894    9
41   0.0898706308344117 0.861790781030891    9
42   0.095131628080253 0.863147406268467    9
43   0.0965741548554888 0.885538572204723    9
44   0.094125800184429 0.840843203644681    9
45   0.0955308808233895 0.844618657493697    9
46   0.104022933997157 0.85983738403354    9
47   0.0992850900066742 0.888714890227902    9
48   0.0860310328110927 0.845231855867496    9
49   0.0967763074762615 0.86016694770592    9
50   0.0975095666859715 0.865985691723154    9
51   0.0969513049919897 0.850726327802363    9
52   0.0984664058124736 0.872931273677409    9
53   0.107624081919653 0.87316485802728    9
54   0.102523719767987 0.85217876293143    9
55   0.0926705604717881 0.867199785330513    9
56   0.0955436647338956 0.851345440090427    9
57   0.097578285399095 0.877864450361358    9
58   0.102153287876376 0.8672926333943    9
59   0.0899085190383175 0.861403968740319    9
60   0.0940157525493532 0.865001197717675    9
61   0.103811800844142 0.886413187020253    9
62   0.0897667012545753 0.854376774618572    9
63   0.104701644936881 0.860549385843115    9
64   0.0996942590967365 0.855558784806476    9
65   0.0952774313549298 0.876878193968423    9
66   0.103240363349755 0.886291838168859    9
67   0.0969556030067906 0.863252251781546    9
68   0.0901587984968728 0.836399367476361    9
69   0.0989168959538347 0.876069321609293    9
70   0.0980444459181626 0.876126653642814    9
71   0.0956776153972214 0.850219566671512    9
72   0.099074329970108 0.857274441719596    9
73   0.106832597969856 0.883666844658251    9
74   0.099878204567176 0.885309467317484    9
75   0.0933834838594976 0.859697674163385    9
76   0.109946363560994 0.888197592902316    9
77   0.0989683670404702 0.862128597068704    9
78   0.0935693157618971 0.851951383222968    9
79   0.100018921948504 0.86294608979415    9
80   0.0963076776841945 0.833661532267683    9
81   0.0955436531427267 0.857592145828107    9
82   0.0984587189769854 0.837109147157889    9
83   0.100094211725718 0.860529440754931    9
84   0.108131117302605 0.878216340426093    9
85   0.182593607052127 0.878840270341243    9
0   0.398169732366455 0.806199569845603    10
0   0.626269329657248 0.773105318729108    11
0   0.802287741463601 0.657671851128271    8
1   0.909330882199924 0.576341124149621    8
2   0.899984556490608 0.580733845925238    8
3   0.900740058749761 0.574330092454602    8
4   0.891506826149907 0.57174605797411    8
5   0.886898664622208 0.5791795268849    8
6   0.891924006685599 0.589494781028293    8
7   0.902361541197024 0.583858095362871    8
8   0.902699097414484 0.59130916986237    8
9   0.895651478610034 0.564721541448876    8
10   0.897900209920635 0.583168219013146    8
11   0.897502706077148 0.559309176537909    8
12   0.905251189612272 0.589289009547201    8
13   0.899059942599706 0.568328907409182    8
14   0.895215069077381 0.591178465682447    8
15   0.90180532435636 0.590063962919658    8
16   0.894900760440805 0.60613353188603    8
17   0.903425771806155 0.592589809795413    8
18   0.908999790357825 0.596153067830642    8
19   0.884028807850314 0.375992759950805    8
20   0.916314306492154 0.503587315722143    8
21   0.917161626366351 0.469238577677061    8
22   0.915751536237622 0.462302920451975    8
23   0.919002976889715 0.468641289632046    8
24   0.910583359441034 0.490204775896586    8
25   0.918937179876366 0.474719813172101    8
26   0.91095191399711 0.463795727634192    8
27   0.928766998161791 0.486571902678975    8
28   0.911113684292673 0.448263527272388    8
29   0.90853204830546 0.466622076179306    8
30   0.910018922302243 0.450103161718062    8
31   0.917558744855683 0.456617689831774    8
32   0.920379785277305 0.482073878122719    8
33   0.920485255562539 0.456558167583125    8
34   0.909220193267743 0.469495674912309    8
35   0.862497989507915 0.474970554983656    8
36   0.86299221972115 0.47639355010142    8
37   0.864517553335645 0.475267316890836    8
38   0.859918999215665 0.464086562324042    8
39   0.862248849327443 0.485072474839171    8
40   0.861959984936902 0.483881587359406    8
41   0.858307749487835 0.468486825852096    8
42   0.864319956518443 0.475059620421121    8
43   0.864948220917313 0.442306550659055    8
44   0.862060844891403 0.491072113735868    8
45   0.859784868804468 0.464385865696158    8
46   0.860522773574758 0.471829734156131    8
47   0.85668624094842 0.479645612645982    8
48   0.844798424635087 0.473274873583705    8
49   0.856070255493137 0.478215473812497    8
50   0.858705955037522 0.477054294111895    8
51   0.853673083796025 0.456185432753614    8
52   0.849541577883997 0.474608334333652    8
53   0.855796819146008 0.473576864722304    8
54   0.853878778629792 0.475666016266473    8
55   0.851329751827279 0.462363523516615    8
56   0.846027395274632 0.467169403460048    8
57   0.85237042726726 0.488911603731594    8
58   0.855873758375083 0.488841795111171    8
59   0.855986253354445 0.471445880111446    8
60   0.846401459346907 0.470182684728002    8
61   0.848895694940893 0.461525581936257    8
62   0.848839119810805 0.474022446598724    8
63   0.850089162861423 0.472199374760066    8
64   0.849164235024773 0.483719024367133    8
65   0.854451364129204 0.472028684578959    8
66   0.854112911534685 0.455276665513111    8
67   0.854294492155645 0.463701108316059    8
68   0.857263900244448 0.471965866319806    8
69   0.854050123592629 0.467216749157728    8
70   0.852256193343692 0.469256033973124    8
71   0.858063070700382 0.467612310193999    8
72   0.849181270127019 0.47062224689887    8
73   0.850220776925539 0.462802367724521    8
74   0.852610846348057 0.465779803137025    8
75   0.85638679541546 0.460168919674288    8
76   0.856202544816142 0.463242433930191    8
77   0.856373692324723 0.49005010898054    8
0   0.905233075570663 0.702418836337756    12
0   0.983731575732122 0.0419024366150325    4
0   0.898839403063789 0.462366227213579    8
1   0.884593956703498 0.48922569591025    8
2   0.879988171453192 0.493237571635177    8
3   0.873132704026034 0.502026096024224    8
4   0.869146195287613 0.498648852755537    8
5   0.874386089373616 0.481602682621656    8
6   0.871394264852484 0.50122768766721    8
7   0.875119487656093 0.497806840441626    8
8   0.872506466829464 0.495833872450248    8
9   0.876952538024057 0.500839579670014    8
10   0.872210146686712 0.503605425001524    8
11   0.864018449948844 0.489684618956858    8
12   0.869626795895897 0.502617165294737    8
13   0.900419830971941 0.465011091120118    8
14   0.894129089065586 0.483118296395787    8
15   0.886604111393012 0.466590243786868    8
16   0.892896217816769 0.482056786484691    8
17   0.892358883570296 0.480895484089842    8
18   0.89540256967291 0.482185896048918    8
19   0.897912930312486 0.477818836306483    8
20   0.890377470566136 0.480622052688659    8
21   0.890548955795907 0.4722980329542    8
22   0.897375051124641 0.470402088694414    8
23   0.900329465606319 0.4693962546786    8
24   0.90111403688752 0.472646902654105    8
25   0.893534226132488 0.469364794821558    8
26   0.89250210550324 0.480913055973247    8
27   0.898208257623651 0.463971536774693    8
28   0.895684030484517 0.468590720356474    8
29   0.898842777710797 0.460773254731293    8
30   0.897865987968316 0.475767671893436    8
31   0.890232817254059 0.469648386856306    8
32   0.893571185386008 0.469039211766585    8
33   0.889049701416752 0.471878496176487    8
34   0.890742577453693 0.480374553333263    8
35   0.888504030422382 0.469336662581213    8
36   0.893421721390155 0.46162533691836    8
37   0.894618627809564 0.470335274670106    8
38   0.891510872984668 0.459825847999241    8
39   0.893309757332418 0.468101639300585    8
40   0.889873508705705 0.476510757482629    8
41   0.895187661575733 0.467430100296838    8
42   0.892669134971698 0.46803128479155    8
43   0.893421741161546 0.469510103797347    8
44   0.896386922225247 0.476844526291643    8
45   0.890378611219262 0.467368098827819    8
46   0.891956716313302 0.483103729131926    8
47   0.89585199152134 0.462167555375913    8
48   0.894586071881804 0.468439665421556    8
49   0.896023526683393 0.473330988063822    8
50   0.893435415864815 0.456386992466719    8
51   0.88899620121299 0.468117761240933    8
52   0.89098325110524 0.462765817335253    8
53   0.902068942992855 0.483890527823974    8
54   0.896809387377857 0.468584244224758    8
55   0.891141412767297 0.469626120410112    8
56   0.889789879847285 0.469993527818588    8
57   0.888990960420188 0.470571965048407    8
58   0.886698337096846 0.473090840210944    8
59   0.888673635161695 0.46259565713342    8
60   0.888889377980718 0.468291606021808    8
61   0.89987330483234 0.457058883183549    8
62   0.895247981395755 0.46539987310075    8
63   0.885409695571752 0.476091250169929    8
64   0.857328264644252 0.470710342732446    8
65   0.862380309223795 0.481382884110985    8
66   0.862674490726022 0.467519890139783    8
67   0.866037893016824 0.469227133047752    8
68   0.856720455830327 0.464532791324245    8
69   0.859514861450975 0.466393177303644    8
70   0.861622223864174 0.470748013357365    8
71   0.856998936403215 0.465070710970963    8
72   0.865233300953832 0.455939309759742    8
73   0.861180023006114 0.470343364606833    8
74   0.859528253908138 0.462759306661042    8
75   0.866126836133503 0.462459931840499    8
76   0.857343903502738 0.45130872103914    8
77   0.857205509672667 0.470738600138134    8
78   0.854957512933652 0.465176138489596    8
79   0.857291133588546 0.458100985751685    8
80   0.861291957477306 0.46800760800852    8
81   0.860124130258782 0.471916708926415    8
82   0.851966138011448 0.461857215450436    8
83   0.861641856137794 0.463744564683452    8
84   0.858915098420653 0.45618338686279    8
85   0.862077616328065 0.470882427967922    8
86   0.861179466573958 0.467559694576948    8
87   0.858979262997082 0.460772485741472    8
88   0.8509052933573 0.438782222065925    8
89   0.85438273494151 0.440799323529745    8
90   0.853725319157206 0.443368673481018    8
91   0.84802917183049 0.450380892460998    8
92   0.850254323319746 0.442278435033018    8
93   0.848410789234549 0.441614486872027    8
94   0.857088793753974 0.43252095384878    8
95   0.855695132278925 0.447345657751271    8
96   0.800957725981561 0.419392585629794    8
0   0.633621697968806 0.306470817054219    3
0   0.462153704669504 0.171130696160958    2
1   0.397284434224616 0.134992648659022    2
2   0.397627412013776 0.125585250880931    2
3   0.407289565734914 0.151041724616334    2
4   0.40273546050696 0.138755136832287    2
5   0.406257224867659 0.148746082001594    2
6   0.41443309223348 0.16029034113069    2
7   0.416522625862171 0.158544353682942    2
8   0.406627788953529 0.148684272464948    2
9   0.415124027773686 0.155737436540107    2
10   0.418453903996806 0.162595643568466    2
11   0.410515060245757 0.156352033311236    2
12   0.410425286006785 0.155778616645307    2
13   0.416739682462321 0.152712438689832    2
14   0.412818982443014 0.157581326220452    2
15   0.415914383237123 0.145211070699474    2
16   0.412386935348309 0.147406857175042    2
17   0.419348921454457 0.171786456062932    2
18   0.408551987267288 0.165246775823448    2
19   0.413195876695568 0.156518559993287    2
20   0.408563204519282 0.162255963124721    2
21   0.417880912802502 0.152570578303767    2
22   0.416931777930131 0.150296889960487    2
23   0.401759429669823 0.150460921708031    2
24   0.365333340664506 0.172800178050693    2
25   0.359949750194801 0.149994272100912    2
26   0.36385680506703 0.15314475767093    2
27   0.366659673992217 0.154945351009133    2
28   0.368602296630343 0.15103937782203    2
29   0.365687775155493 0.144030260710224    2
30   0.364351096291898 0.160517610086686    2
31   0.361800118645078 0.146989435093133    2
32   0.366607217716592 0.149484638619924    2
33   0.360362315756674 0.163763041578477    2
34   0.370740482181986 0.152711240520148    2
35   0.363489302893868 0.15464341377708    2
36   0.364044456512715 0.15511062399537    2
37   0.365786387241997 0.155401377494286    2
38   0.36233879394058 0.146517821842849    2
39   0.354628949980224 0.129449964214359    2
40   0.362365760486341 0.146819885145192    2
41   0.369465670966406 0.150963619066943    2
42   0.364433180398805 0.148116835515452    2
43   0.364230260186901 0.167839986983381    2
44   0.360546926146753 0.159346439110777    2
45   0.37259254656442 0.175779419818355    2
46   0.363525785127422 0.160625201365633    2
47   0.369854754978974 0.17317512711827    2
48   0.365450069525195 0.184197272075608    2
49   0.376514809651781 0.116406973015955    2
50   0.376300034048199 0.145493984963878    2
51   0.387946017017157 0.137112964202402    2
52   0.382398814277622 0.145900074504425    2
53   0.386344323290359 0.138473426223186    2
54   0.380430348229766 0.134773323975537    2
55   0.383541248126789 0.145249964669347    2
56   0.383321703019533 0.146350848541488    2
57   0.387317698329412 0.137283031618267    2
58   0.37999371016349 0.141030765745654    2
59   0.378373519250317 0.13324607347613    2
60   0.384526681347552 0.139559063182105    2
61   0.385637566523883 0.147528575328352    2
62   0.375969604637135 0.1409312869323    2
63   0.374012745555774 0.141205712701321    2
64   0.382258413352019 0.14345453441922    2
65   0.379151508979362 0.140079072491289    2
66   0.377862484105776 0.147644871751709    2
67   0.380832289459249 0.139793620865134    2
68   0.377750220303824 0.141589944522821    2
69   0.38008890984554 0.139131484891323    2
70   0.379910609695116 0.151576914592283    2
71   0.378836477214236 0.128776523285637    2
72   0.381602617060594 0.145420832959417    2
73   0.373388223839356 0.128680861264343    2
74   0.377824112079452 0.139718185108109    2
75   0.377581510634172 0.146160426276879    2
76   0.377796606430366 0.133725744644835    2
77   0.376659785162929 0.132556312502061    2
78   0.380757131187806 0.147540897325143    2
79   0.374334082781388 0.149327730488039    2
80   0.382164650819277 0.1397203694263    2
81   0.378250622609585 0.137780550959633    2
82   0.377473603768522 0.130025401305033    2
83   0.377262630656332 0.13294183462051    2
84   0.378480824479766 0.136633425889954    2
85   0.371851265116675 0.122582228725719    2
86   0.375318368475405 0.137373884737258    2
87   0.373282863907207 0.140585227422207    2
88   0.376201380542057 0.139591623404385    2
89   0.37638489967901 0.13095128449072    2
90   0.373695027270855 0.117252093463208    2
91   0.374950829612658 0.127328070996555    2
92   0.380581288925328 0.132948456587087    2
93   0.38020018818986 0.133947898579095    2
94   0.286837956511363 0.297773499737218    2
0   0.180878134670934 0.595300486990823    5
0   0.147632618695184 0.764786067226851    9
1   0.132801223861406 0.888265365247094    9
2   0.119647354948597 0.884301727309321    9
3   0.120225360760514 0.891222875866333    9
4   0.123066481427486 0.861877361343318    9
5   0.125052353170645 0.899896680868437    9
6   0.126570111569436 0.873839838216441    9
7   0.122501253200426 0.868305773257134    9
8   0.128295273728554 0.849721767788196    9
9   0.138247310746465 0.785402859879696    9
10   0.149850227471575 0.81258036478755    9
11   0.114916159353811 0.874194045474269    9
12   0.125781954984973 0.886002327504912    9
13   0.12059260582248 0.907576752229261    9
14   0.117171977713269 0.880671555200024    9
15   0.120015514633792 0.884617440440934    9
16   0.124058234975791 0.860856959229181    9
17   0.113360782873997 0.852028347177566    9
18   0.113642076870974 0.85517409506997    9
19   0.124722259786267 0.865184461252397    9
20   0.0746078911550967 0.853332467513496    9
21   0.0808684140686182 0.856149203278733    9
22   0.0783454521000522 0.863174304241738    9
23   0.0829719787726617 0.849340724252443    9
24   0.0829177800196703 0.862902476870545    9
25   0.0731796114037024 0.852216390002468    9
26   0.0890442129800704 0.85941899538966    9
27   0.0777617561880106 0.84710096970457    9
28   0.0926861610893184 0.880775443351808    9
29   0.0803933241120376 0.843856943658466    9
30   0.0704632266169938 0.844418426583843    9
31   0.077041993183002 0.847012634383304    9
32   0.0824922097184526 0.862718294310184    9
33   0.0873246217021233 0.857039652386675    9
34   0.0830406150865883 0.871636566674852    9
35   0.080986773665586 0.860429503921296    9
36   0.0786363357843811 0.86672199497616    9
37   0.0779378709866023 0.839206566553116    9
38   0.0898797866697123 0.865294212538629    9
39   0.070253201063565 0.844053766774437    9
40   0.0677498237208738 0.830359975414126    9
41   0.0861560878520322 0.837639346534957    9
42   0.0803576139192046 0.8398956726611    9
43   0.0903483983230444 0.854867632109745    9
44   0.07761439049807 0.845873317202631    9
45   0.0838913185449428 0.855960609789918    9
46   0.0746349022757613 0.836247505199026    9
47   0.09005081347334 0.855640011943024    9
48   0.0694418673814425 0.841705100451918    9
49   0.086282767563489 0.851251094255531    9
50   0.0791894345152286 0.849685466735082    9
51   0.0692556504542381 0.837109625092012    9
52   0.0831270837842339 0.858059254444129    9
53   0.080468123497667 0.843101380390863    9
54   0.0759115686220184 0.826991601827444    9
55   0.0848157434465975 0.845022072155984    9
56   0.080176808494798 0.844403777132015    9
57   0.0837830038905167 0.838584866402357    9
58   0.0806697144977306 0.859287848504778    9
59   0.0834088998724383 0.824200801470738    9
60   0.0754231267526393 0.822786019720752    9
61   0.07477541041726 0.850592574747793    9
62   0.0912116473701872 0.885982747084768    9
63   0.0755633651208427 0.813940258433831    9
64   0.0825624147339568 0.865008371347017    9
65   0.085177723329025 0.873719021811212    9
66   0.0770244250561518 0.861278574156813    9
67   0.084479942507528 0.839241765966108    9
68   0.0790232910711666 0.840755426394367    9
69   0.0861304624718287 0.851502763564213    9
70   0.0880320869234765 0.853787208213021    9
71   0.0956090391424596 0.842262790994027    9
72   0.197905270369233 0.86342552539702    9
0   0.544596703274465 0.708209254097255    11
0   0.752455657604173 0.589669012526997    8
1   0.847029603227384 0.551351906025388    8
2   0.855792007254536 0.531603778351837    8
3   0.841639324592848 0.539077602804923    8
4   0.839803951186582 0.550874509301593    8
5   0.829555950056374 0.550689171766408    8
6   0.840385110736861 0.535119167631478    8
7   0.846382132844951 0.533150922060599    8
8   0.851354620139432 0.545483232204674    8
9   0.855586111245771 0.525240001035854    8
10   0.851417169602769 0.534501087125477    8
11   0.843445270007919 0.542356209161653    8
12   0.837408676271025 0.567185557736593    8
13   0.841121318090131 0.547543468714025    8
14   0.841019995175657 0.570180735403596    8
15   0.833416309008271 0.541984507735037    8
16   0.828730666547131 0.561438999403663    8
17   0.844475922704646 0.553401423763262    8
18   0.829923077404828 0.560874275631818    8
19   0.831260220675631 0.540149400283667    8
20   0.828388635176225 0.567602625491077    8
21   0.837381589519396 0.562941895909603    8
22   0.811494209400962 0.57998453210871    8
0   0.692979431513891 0.532249070799594    7
1   0.669048496666846 0.528587613006948    7
2   0.68092296601958 0.52477368584664    7
3   0.677088260191113 0.51825053211212    7
4   0.674135684599946 0.519356102999495    7
5   0.659445062661462 0.523717284067288    7
6   0.681100586720163 0.522598269988066    7
7   0.667141632954781 0.538656585086073    7
8   0.671633969663503 0.533025947402848    7
9   0.67144703316103 0.536333966130087    7
10   0.672728128636663 0.530656581792528    7
11   0.676376260593088 0.530883995581462    7
12   0.6717446531934 0.521907253103677    7
13   0.675647646540824 0.530170515525811    7
14   0.673147483355137 0.52568538414539    7
15   0.672209421060415 0.524311901702617    7
16   0.584060770201859 0.539378754530617    7
0   0.441181151960564 0.535062768190983    6
1   0.401876780508132 0.517645139745696    6
2   0.397674274340488 0.53255088197659    6
3   0.400681116809096 0.547440226204685    6
4   0.391745271606055 0.548776357420934    6
5   0.405203062916485 0.519901134939687    6
6   0.401429855987431 0.522184308104102    6
7   0.402225626673385 0.415001455727065    6
8   0.401229732609863 0.529158011070876    6
9   0.405366599101967 0.53539375229002    6
10   0.293214942944246 0.516734829922598    6
0   0.169245294476582 0.506117662927068    5
1   0.12567544603337 0.471633405237867    5
2   0.119617933050677 0.460140876233254    5
3   0.121457510113032 0.464838271309418    5
4   0.121407174453793 0.484390201418364    5
5   0.118861063381019 0.46494803340056    5
6   0.130200427803743 0.474073723810193    5
7   0.11890156402535 0.462714378879241    5
8   0.119781901346073 0.475767820289093    5
9   0.124756911807481 0.484567579436202    5
10   0.118234571409516 0.487430604757947    5
11   0.12678499376284 0.465246507857842    5
12   0.129436281115204 0.471586531124672    5
13   0.126628837008184 0.485454844136484    5
14   0.12334977205137 0.457779782227362    5
15   0.124804800839456 0.468499881105572    5
16   0.122482709189626 0.456411347372409    5
17   0.127236560825509 0.456567526446293    5
18   0.120593282735626 0.481016447319803    5
19   0.116029155344222 0.461935651976773    5
20   0.120384727682335 0.469724979598254    5
21   0.12753896499305 0.457665873957126    5
22   0.119104303334211 0.450139802557374    5
23   0.112508064629651 0.463265265590394    5
24   0.121137201640408 0.487846925359577    5
25   0.115921972801516 0.454900921577519    5
26   0.120997792565163 0.459279750889891    5
27   0.0816267727469722 0.452368765890924    5
28   0.0693397831994389 0.47129883756827    5
29   0.0696645703588956 0.473438446135788    5
30   0.0677100789205269 0.465067455235612    5
31   0.074779937860967 0.484677656121448    5
32   0.0673133583603658 0.474780253956169    5
33   0.0626315711198231 0.468064961843083    5
34   0.0710067569808643 0.464532144033001    5
35   0.0656472756828634 0.474969780257993    5
36   0.0715113769017535 0.462462172337041    5
37   0.0800928930802911 0.471674880534579    5
38   0.0694291295994844 0.469721733726942    5
39   0.0694656948077181 0.47617649359745    5
40   0.0630672044032963 0.476088691715518    5
41   0.0720273725925153 0.492425168569412    5
42   0.0640939481529585 0.47633476557462    5
43   0.0774849724358546 0.481085040942844    5
44   0.0669450369082369 0.474740893644821    5
45   0.071020710296807 0.48442096277131    5
46   0.0595583957691588 0.464648012593671    5
47   0.0585935857025106 0.485362019143963    5
48   0.0741293342808831 0.477715557357442    5
49   0.0687816424800758 0.483267780179631    5
50   0.0713276512798302 0.474736653331092    5
51   0.0637330451821754 0.459109957509895    5
52   0.068293815625907 0.466982001746374    5
53   0.0651732796987972 0.456744828456522    5
54   0.0574000944111503 0.459561515440328    5
55   0.0654931876274532 0.455067770389974    5
56   0.065645470115669 0.478482258038753    5
57   0.0676864682475298 0.479541823098089    5
58   0.066940033716719 0.464899929241028    5
59   0.0678863348286995 0.480332517091597    5
60   0.0735839210432232 0.473796481647241    5
61   0.192493850969981 0.48090565570385    5
0   0.323795164144713 0.485874582494262    6
1   0.361955379254823 0.489305911509859    6
2   0.362248405469586 0.497929145090552    6
3   0.361883933182753 0.457842755091292    6
4   0.359102415222765 0.493531525806247    6
5   0.351825439365371 0.516529652741042    6
6   0.364369204200216 0.523586698612121    6
7   0.352722499171364 0.525132950246075    6
8   0.354708455463879 0.520928767296937    6
9   0.355860595199147 0.524661726796012    6
10   0.359226200195394 0.513470414281983    6
11   0.454230029960286 0.599524522845513    6
0   0.566521160126626 0.513373997778785    7
1   0.598107566388876 0.516337412698476    7
2   0.613210380453324 0.511709190136457    7
3   0.603717901432674 0.5196476653839    7
4   0.602165912040505 0.53151538634188    7
5   0.604180456044105 0.529914448732711    7
6   0.601582532016664 0.528248727341975    7
7   0.60526035221335 0.52793141443783    7
8   0.604799688998128 0.524883032291996    7
9   0.604791904576814 0.536398811294703    7
10   0.611070773325196 0.527980134235577    7
11   0.609079790534224 0.527467829384705    7
12   0.611493381743799 0.527481443094644    7
13   0.609986805521089 0.526770679634865    7
14   0.60599443600222 0.528468209739344    7
15   0.604564777668202 0.525712681415598    7
16   0.613769330032824 0.546937874157948    7
17   0.647244321280937 0.559672580687788    7
18   0.650481639420377 0.53228859537694    7
19   0.642556571884484 0.514771289932924    7
20   0.642015477864447 0.525686646740724    7
21   0.643946618018504 0.540514651600688    7
22   0.642261069670667 0.531546791487813    7
23   0.644998294568722 0.534309227926542    7
24   0.650641630604468 0.510863165673754    7
25   0.641639138345454 0.534568565983705    7
26   0.643986563305702 0.506459007025001    7
27   0.650873993011146 0.517592929335819    7
28   0.642249877711151 0.531430910108384    7
29   0.650326048010925 0.518113570153218    7
30   0.655950733038253 0.516863399216504    7
31   0.653137999079831 0.525085910684425    7
32   0.647720977626477 0.528734464193349    7
33   0.641620236530798 0.518569496198666    7
34   0.646755889149631 0.527908394292695    7
35   0.647862501662985 0.505885960855039    7
36   0.647032435352571 0.520181523517181    7
37   0.646883240471425 0.524828973392232    7
38   0.642002642231205 0.534464394782162    7
39   0.65006451688032 0.524756929421415    7
40   0.644156460191084 0.521153756085027    7
41   0.652158798730284 0.515522877487001    7
42   0.644428912252351 0.522545332325194    7
43   0.648778712797593 0.52541090147497    7
44   0.65472435873653 0.511903144507642    7
45   0.642072033079103 0.516102022675113    7
46   0.644670712792731 0.519276094406223    7
47   0.648879379690356 0.508176937076087    7
48   0.635034139026516 0.533482840160218    7
49   0.639899270831847 0.527287824588939    7
50   0.650299783650098 0.51533406776673    7
51   0.641562118274351 0.519102343934946    7
52   0.642786537667007 0.516691378008204    7
53   0.64536307567073 0.529741339344696    7
54   0.644626261650387 0.497541921832521    7
55   0.651923146999366 0.507448424710446    7
56   0.641023002878455 0.528443110009334    7
57   0.638316980180889 0.519842483264028    7
58   0.641380826696945 0.510637947871828    7
59   0.644126172510823 0.529453793731136    7
60   0.647137323827337 0.511344456899337    7
61   0.650851694191942 0.517686381814201    7
62   0.640797333485807 0.528298657599407    7
63   0.646638359785129 0.522865573448371    7
64   0.639004066982238 0.524839954298841    7
65   0.641128088356027 0.507244372666719    7
66   0.638219512854448 0.533520530892588    7
67   0.644038940268956 0.51145763006582    7
68   0.640425826691285 0.503651202242622    7
69   0.647208895317135 0.500161932315564    7
70   0.635064298793964 0.530883984470051    7
71   0.640417510461134 0.522671186732737    7
72   0.639147691360108 0.512116515976231    7
73   0.647612388205289 0.515362788217885    7
0   0.770353065411314 0.55903129925241    8
1   0.856082490122958 0.519475673742136    8
2   0.855154322600811 0.505664025443593    8
3   0.851076751997425 0.516265184986082    8
4   0.852718881456894 0.514204414486244    8
5   0.856109659537992 0.510937227523755    8
6   0.847165185782728 0.504506506581379    8
7   0.859099954047338 0.501297458534054    8
8   0.86700490000112 0.493342170713277    8
9   0.8651824769222 0.491226342451114    8
10   0.869722408575626 0.499862226837081    8
11   0.857994593595436 0.520277926167296    8
