start
time Gaze_x    Gaze_y    Contents
11   0.583446723126713 0.807246219189096    11
12   0.57722713430519 0.817112134684635    11
13   0.577689852708772 0.830079173018589    11
14   0.642442432655002 0.860443285258953    11
15   0.738653012203258 0.846734209058923    11
16   0.719799966192113 0.838238776025946    11
17   0.726069968709794 0.86473904614013    11
0   0.850596828518292 0.871038673477756    12
1   0.995861983384543 0.882686102658909    12
2   0.972231418052729 0.809915437594327    12
3   0.976204106760406 0.83583361258377    12
4   0.992489313701299 0.863526301634352    12
5   0.984708639730115 0.883017905142879    12
6   0.976166731883382 0.88985039442457    12
7   0.975851022193979 0.878577263010129    12
8   0.982093374570354 0.864672458912196    12
9   0.969405821992837 0.875568598042719    12
10   0.974065113425354 0.884877937529609    12
11   0.971601899770576 0.894107017342662    12
12   0.961326460498185 0.875627892847547    12
13   0.963176351692823 0.887043155094261    12
14   0.965922353871861 0.888246299840375    12
15   0.953702721048785 0.890194107190609    12
16   0.96447705621415 0.873495827853617    12
17   0.96525431543148 0.877858018170741    12
18   0.963774488109493 0.882225874629967    12
19   0.970449653268929 0.886564099047973    12
20   0.968312920075959 0.888335381396018    12
21   0.956538849164076 0.896563563073755    12
22   0.961883636562447 0.881989110304744    12
23   0.967431140297663 0.881788903107349    12
24   0.972046640623034 0.870803536514359    12
25   0.968999210644142 0.889623795669536    12
26   0.970502980418246 0.872776713289113    12
27   0.963356539853862 0.870920216024729    12
28   0.977240737269881 0.929503235160041    12
29   0.971275119111738 0.877635555835127    12
30   0.966583421390851 0.873424049980486    12
31   0.84089449029841 0.882534957729945    12
0   0.71772068231337 0.837763718907695    11
1   0.622025900797667 0.850564167837661    11
2   0.625212709336893 0.830104768464821    11
3   0.617726104340477 0.847973824995847    11
4   0.629577598170386 0.881853138582414    11
5   0.620515115241574 0.845098793844954    11
6   0.610097658940845 0.85755353974946    11
7   0.610828765831798 0.847835357193958    11
8   0.611265447739243 0.856861648949348    11
9   0.604501858896015 0.861650366779827    11
10   0.598373167236332 0.870788604847576    11
11   0.621282737187016 0.828998476169545    11
12   0.606950411174807 0.855181611712396    11
13   0.612359113159187 0.849626949083927    11
14   0.613037965091735 0.858161168418974    11
15   0.607721290169252 0.864114763675047    11
16   0.612310811115321 0.856772662071535    11
17   0.616726094438263 0.845814489091595    11
18   0.664634937211417 0.85334640625149    11
19   0.652132450846921 0.852835000687719    11
20   0.660878833167999 0.867001343302263    11
21   0.655246324707377 0.879904488471198    11
22   0.658619029146507 0.857052865136438    11
23   0.661310602827598 0.845651041479528    11
24   0.642439793456106 0.890831478787163    11
25   0.652490035537198 0.876539963862797    11
26   0.650696142239553 0.869750207538345    11
27   0.52425472475511 0.864161471521584    11
0   0.390533684713773 0.87275342371197    10
1   0.381722043919581 0.867290971575471    10
2   0.377005697812592 0.871915354048383    10
3   0.369094441875063 0.887539084724722    10
4   0.380059697432444 0.794066411497624    10
5   0.391072508843308 0.8774643123337    10
6   0.380048078545201 0.85744246614729    10
7   0.381926103593969 0.831436950885291    10
8   0.3701910632509 0.868576112573692    10
9   0.374416114509927 0.869871009257736    10
10   0.381720472048187 0.909648259065989    10
11   0.380894843170154 0.862190437164372    10
12   0.381658171282197 0.8499250520224    10
13   0.386425714051711 0.828739144003748    10
14   0.376100722354863 0.840801408479365    10
15   0.374546447641592 0.84244185276998    10
16   0.388642227994978 0.781440293887158    10
17   0.373102524744581 0.862128859365271    10
18   0.268127626130081 0.85079637642832    10
0   0.135881843936431 0.811043579304737    9
1   0.0896074703740624 0.828040565003789    9
2   0.0905273426355961 0.826112301425383    9
3   0.0948428886617876 0.826106599666105    9
4   0.0926050363256081 0.79687291598384    9
5   0.0988463576438789 0.850576854671999    9
6   0.0860819160395749 0.805026085183272    9
7   0.0958836751844956 0.819955416747689    9
8   0.0913496815284134 0.853789835418979    9
9   0.0879173322134648 0.826523350908474    9
10   0.0823467019574764 0.824597951818419    9
11   0.0971900804848929 0.867198280284697    9
12   0.0798373987211107 0.821702072196558    9
13   0.0945503793695934 0.781871527289695    9
14   0.0875410858303667 0.814029999326294    9
15   0.101786340175408 0.858763565671666    9
16   0.0796027800478214 0.799230178005359    9
17   0.0782415965003338 0.797109223746588    9
18   0.0865038904709081 0.817397682143451    9
19   0.0820576135124611 0.811269164407918    9
20   0.0902152314549767 0.806692742510904    9
21   0.0741225157412373 0.790536840480399    9
22   0.0787565314918766 0.772664235943694    9
23   0.0916303570621722 0.827214110438604    9
24   0.0809517160770383 0.808496731172795    9
25   0.080564302896164 0.793093828759083    9
26   0.0816909763274225 0.784559783281566    9
27   0.0727503547498145 0.773741313201981    9
28   0.0871956624187078 0.823399411645937    9
29   0.134667870746625 0.796038001163993    9
30   0.143368671402072 0.800725067223311    9
31   0.135731169123346 0.79256796851223    9
32   0.136256698631087 0.792971522655421    9
33   0.141535294200025 0.834697528819788    9
34   0.131424935730138 0.775715167644307    9
35   0.144757140034471 0.813723478444899    9
36   0.133118754718339 0.777622336930904    9
37   0.132316779780581 0.779713364854729    9
38   0.146850256304447 0.834569370199461    9
39   0.131285153494673 0.774759823122508    9
40   0.147639394111025 0.777349941580496    9
41   0.12342353257759 0.77625807528409    9
42   0.107430062631465 0.773533135528623    9
43   0.0830591395935016 0.781134298562051    9
44   0.0805914700406447 0.769443401583771    9
45   0.093984033612287 0.764666383308054    9
46   0.0754315025875485 0.728271440820777    9
47   0.101740161706061 0.811574716331393    9
48   0.0787351196272539 0.72915518622915    9
49   0.108038096428004 0.820427921054716    9
50   0.07634963633393 0.744518507337261    9
51   0.105357287779384 0.747676615914543    9
52   0.0823744265848063 0.747103076531516    9
53   0.0825184171203546 0.761356408588313    9
54   0.0906330254136947 0.775526238527618    9
55   0.0752660215844116 0.798349110028425    9
56   0.102330361841382 0.80077979213786    9
57   0.0863285542175163 0.742543275281491    9
58   0.0914543235709289 0.781356390345081    9
59   0.0924130766894677 0.792074432902723    9
60   0.0981059983167825 0.785538774741212    9
61   0.0848327735745897 0.756225761629366    9
62   0.109887986653121 0.804167143868881    9
63   0.079607894004539 0.756026986631014    9
64   0.0910789404970274 0.803571523059759    9
65   0.0659442018509253 0.794525329662861    9
66   0.0659625876982091 0.783125874154621    9
67   0.0520023736480653 0.751590424468077    9
68   0.0744191204335038 0.816186547621783    9
69   0.0725753790050021 0.831344532633125    9
70   0.0687940087582319 0.810167219738332    9
71   0.0649839001497412 0.802752436074456    9
72   0.0616341036854919 0.816582739645014    9
73   0.0515199329242932 0.774831123332092    9
74   0.067652120141247 0.813374610915275    9
75   0.0700449274837638 0.816665553856865    9
76   0.0663971016866753 0.774906244609269    9
77   0.131517984322386 0.674276700620453    9
0   0.320596891761397 0.309337770596812    2
1   0.372269234918008 0.14036687722853    2
2   0.364768728874992 0.125106688248025    2
3   0.377219552263796 0.137392433965942    2
4   0.37583421130546 0.133849302120097    2
5   0.378824858664302 0.13073209245465    2
6   0.377755348037454 0.12867441837966    2
7   0.3781129746028 0.133646667519429    2
8   0.376279187063005 0.13151922201348    2
9   0.383687228144368 0.154281144951142    2
10   0.380966578996208 0.145759697420317    2
11   0.382639183736615 0.152476383711246    2
12   0.378815589013016 0.141762340021387    2
13   0.37798347619173 0.147571269391051    2
14   0.37898930086476 0.130531707803812    2
15   0.374720451625649 0.143790681156929    2
16   0.377161913590953 0.137577361800936    2
17   0.380770437872798 0.144674588464227    2
18   0.379045509426874 0.136226132724232    2
19   0.371453575300393 0.135087950120464    2
20   0.381305891538773 0.151461555893889    2
21   0.375412074569113 0.140536113120675    2
22   0.375094825637461 0.136219341850278    2
23   0.374013024616602 0.152221863707382    2
24   0.37440744797766 0.149076334537313    2
25   0.372602022871661 0.133039267998242    2
26   0.372545924967085 0.148231579221033    2
27   0.383330510531437 0.15020284725631    2
28   0.368096771522801 0.133495033085069    2
29   0.371701688935445 0.135647337110527    2
30   0.373370044691114 0.151067500778481    2
31   0.377120588994217 0.14023871788595    2
32   0.376147272936009 0.151357718253735    2
33   0.37677794095589 0.147108498666398    2
34   0.377137309285786 0.152848096525872    2
35   0.384618110354495 0.140295115077265    2
36   0.37667650885362 0.140367065879218    2
37   0.386108831182355 0.144260231134808    2
0   0.526532345877854 0.133278715551683    3
1   0.622429765653237 0.139812508904129    3
2   0.62198157177852 0.111454816414266    3
3   0.622066414611481 0.119848009774501    3
4   0.623668325402718 0.122476579573913    3
5   0.625070116897973 0.139767778445957    3
6   0.621372018049669 0.131792845804171    3
7   0.623703415272644 0.130858694424205    3
8   0.618784427952619 0.136336394077148    3
9   0.615812825640091 0.133951146145023    3
10   0.62835944788003 0.136944415485118    3
11   0.626705859816866 0.14002314485333    3
12   0.625445620142159 0.14268268233343    3
13   0.627174018832648 0.128720832246358    3
14   0.621574841087977 0.166741775023525    3
15   0.62644096191184 0.133184585855702    3
16   0.62729806227992 0.137181949151227    3
17   0.617883726985156 0.134679024723255    3
18   0.624604297453288 0.138037528599284    3
19   0.620419648611801 0.134749495131246    3
20   0.625166967519021 0.139808815851211    3
21   0.620995851127304 0.141334156957896    3
22   0.621771167039469 0.133006257320403    3
23   0.625217615324459 0.135759088216332    3
24   0.627156719456138 0.130928262753173    3
25   0.631124442759187 0.145527202188532    3
26   0.619053728977519 0.150939008168393    3
27   0.621767966336506 0.141191836788266    3
28   0.622658526395298 0.150113516633837    3
29   0.64431362189714 0.17653531886549    3
30   0.623310373058644 0.159122855583178    3
31   0.631454680625893 0.1949414446334    3
32   0.631527498695391 0.186569759647227    3
33   0.636424481065319 0.193555932511686    3
34   0.658090964342477 0.175401088357035    3
35   0.65162394667766 0.207880441338943    3
36   0.628997848224685 0.187933450916717    3
37   0.635064273258536 0.189157795553911    3
38   0.635373173302355 0.190356831535269    3
39   0.635782369147023 0.185117223499674    3
40   0.633639234180464 0.195361567539635    3
41   0.636753941365441 0.206998762347894    3
42   0.545712926872625 0.180468895427225    3
0   0.401576680063499 0.124443333949216    2
1   0.373431654101978 0.121201935832346    2
2   0.369566177485467 0.123510476308979    2
3   0.37496533147521 0.133500433378458    2
4   0.372002970535505 0.12895850638256    2
5   0.373821117147827 0.1300768657959    2
6   0.377497092551607 0.119272576524168    2
7   0.37284722707011 0.124508283289629    2
8   0.372181585470003 0.129338010244055    2
9   0.378016131579102 0.119743770469199    2
10   0.373770385121929 0.140712022233629    2
11   0.376833962209616 0.119493819570607    2
12   0.376477367958614 0.127947882895    2
13   0.375098666609574 0.135815066672535    2
14   0.375852160545946 0.141578273896926    2
15   0.375620667303679 0.132790380386268    2
16   0.375108650478978 0.133083959855753    2
17   0.36931957742479 0.137277675200835    2
18   0.368942333857035 0.129333535649721    2
19   0.378633634553921 0.141588492813753    2
20   0.377384794393265 0.130647493370361    2
21   0.373259772823076 0.125076555024975    2
22   0.374387502500213 0.142007987935585    2
23   0.374732620566192 0.137780784487063    2
24   0.374104961547118 0.1394591367457    2
25   0.380169819959747 0.137948465634167    2
26   0.374274023855378 0.148272341722759    2
27   0.482554817121923 0.278367459235369    2
0   0.619970921756703 0.411731204677039    7
1   0.679305338086806 0.48958644851939    7
2   0.687365960545662 0.578735232232134    7
3   0.67671902379459 0.492866410175793    7
4   0.676093105952987 0.497444234809336    7
5   0.681721825562931 0.503828159427144    7
6   0.665901747825842 0.51961146027088    7
7   0.67807732334586 0.506074743109366    7
8   0.67425151709449 0.509089505881661    7
9   0.670474603233743 0.497885410771346    7
10   0.672618722967513 0.505835680039809    7
11   0.676842079792323 0.496174306545072    7
12   0.675636159719261 0.506055685847514    7
13   0.673991064058782 0.504170791107072    7
14   0.6674657952193 0.507691540434621    7
15   0.672357446496449 0.497829069541808    7
16   0.67019573979951 0.510937946781837    7
17   0.675920388805594 0.50295792327347    7
18   0.677618950360284 0.487719259676737    7
19   0.677716882713753 0.500115750143777    7
20   0.672530942731328 0.502688992367553    7
21   0.672272576308387 0.503570769121211    7
22   0.67315836119883 0.512034834811743    7
23   0.677743762936302 0.509589988074936    7
24   0.67427642065968 0.504247166809478    7
25   0.677978969802439 0.5078477589268    7
26   0.676016330731159 0.497056080441553    7
27   0.677130554876044 0.507441558034202    7
28   0.67416749783672 0.498264931290464    7
29   0.640350591183619 0.492469452475802    7
30   0.647300783928245 0.490252778002741    7
31   0.647733896909017 0.509479291283583    7
32   0.650125976474101 0.4913933172935    7
33   0.654832790174282 0.488085094658913    7
34   0.641311236897081 0.510738572055971    7
35   0.644939458673207 0.496399721526359    7
36   0.60264505902046 0.523997985105098    7
0   0.457486546755604 0.535202753121666    6
1   0.380703973932214 0.537339047154092    6
2   0.38042178321416 0.517218583295403    6
3   0.372618582948348 0.519847859863262    6
4   0.381129280937898 0.52614473649794    6
5   0.388559944224312 0.514545589043223    6
6   0.380697751621256 0.529124414635703    6
7   0.383590875214395 0.52670512121631    6
8   0.373968528730757 0.546933917218325    6
9   0.376431268739793 0.517783878564956    6
10   0.379042849346433 0.530405276447482    6
11   0.377043807341693 0.529815142873645    6
12   0.377062912918746 0.530949847682678    6
13   0.368562713515075 0.421590262831273    6
14   0.25431982362818 0.499299365134789    6
0   0.116705239895168 0.46479504866204    5
1   0.102141353659022 0.453928725905371    5
2   0.100160630439177 0.462484652615672    5
3   0.097169240972903 0.454763872462195    5
4   0.104946668017078 0.458303512894872    5
5   0.0954691173166111 0.449314743233685    5
6   0.103857333714473 0.463352720625608    5
7   0.0984296661696362 0.471013524913246    5
8   0.104809207150993 0.482186707567962    5
9   0.102579159745915 0.463021323044813    5
10   0.102274789850298 0.482116905531825    5
11   0.104876991528272 0.480155796029408    5
12   0.0994383630045377 0.474793343293186    5
13   0.121620473496023 0.506722594289158    5
14   0.119804442464442 0.480911380731641    5
15   0.108960736441418 0.486410162949937    5
16   0.108292153729508 0.482496100957064    5
17   0.109599436096119 0.467555636147154    5
18   0.212509101645082 0.486828245785887    5
0   0.351010786691063 0.479560340944772    6
1   0.374712148354547 0.521285837488335    6
2   0.37132037803201 0.420516484962491    6
3   0.37838522500283 0.529407019358928    6
4   0.377982841524272 0.538215677967969    6
5   0.378124992834842 0.543676822396719    6
6   0.372227620399372 0.52925030505628    6
7   0.38143111218551 0.531566782352911    6
8   0.378054493091099 0.527767393101385    6
9   0.375774850010089 0.538462920446136    6
10   0.374621522525899 0.533692499043241    6
11   0.38131673165833 0.520738930409834    6
12   0.380200897096188 0.525089412395687    6
13   0.383562965283886 0.519220562214969    6
14   0.377915184454423 0.538779378663662    6
15   0.3827008411115 0.531615401657859    6
16   0.374663128969587 0.529563423702825    6
17   0.400355185349554 0.516027833893759    6
0   0.554087108133331 0.510078579612468    7
1   0.660819096431055 0.503650169694083    7
2   0.655001190981352 0.48934561859312    7
3   0.653433009551804 0.489707859682539    7
4   0.661172817753254 0.495072677677967    7
5   0.655950154513789 0.494787674851864    7
6   0.649567019045321 0.498134565323653    7
7   0.653537623620196 0.503102317324988    7
8   0.656926405211152 0.475857403492341    7
9   0.657643214480913 0.493945929719189    7
10   0.657366765012057 0.493477621220563    7
11   0.654862991264395 0.491893743878109    7
12   0.658628893146556 0.487309222667591    7
13   0.652391439315807 0.496487600825617    7
14   0.653710292273104 0.502048960180218    7
15   0.654783745195118 0.499147501877019    7
16   0.655816182506896 0.497657101905361    7
17   0.650818455481271 0.506254020142023    7
18   0.653807518364374 0.496021650126409    7
19   0.651789187872851 0.507818275429827    7
20   0.65086707924263 0.498985740902754    7
21   0.655553611929577 0.484827363694535    7
22   0.652842662457488 0.516047230037429    7
23   0.652675669569476 0.511385921881583    7
24   0.657977456793105 0.479547110595036    7
25   0.643009287719337 0.511167659940043    7
26   0.655998684680071 0.482272063129244    7
27   0.657260393739875 0.494578591433196    7
28   0.659549604744825 0.487471842367768    7
29   0.655091336986629 0.489106484577746    7
30   0.647172137164148 0.50420232326303    7
31   0.655266037643742 0.476043484708839    7
32   0.655518904463747 0.484215613969127    7
33   0.655080458644761 0.496963653745752    7
34   0.655749025464274 0.498316496024358    7
35   0.656821243377408 0.491490567404071    7
36   0.653829931923269 0.497897208217069    7
37   0.652220025445899 0.498976601747358    7
38   0.646282809789909 0.50127244293833    7
39   0.654377439766904 0.503358682430985    7
40   0.655900791266504 0.490327431607739    7
41   0.65548695276982 0.485505251843506    7
42   0.648823217355357 0.499276409224535    7
43   0.654304002602771 0.496810645112532    7
44   0.644651137718142 0.51353551112345    7
0   0.497988182779295 0.713370084583516    10
1   0.38509117497324 0.823206466761462    10
2   0.361222866294838 0.797001806119283    10
3   0.350978004628018 0.786761595375083    10
4   0.364298149343426 0.807962273770727    10
5   0.361846241955618 0.796016614251926    10
6   0.367158243048834 0.788985847574168    10
7   0.371285595806398 0.773428778303582    10
8   0.367047007949395 0.834403229758095    10
9   0.369458419773082 0.809228996935758    10
10   0.357747792020064 0.816729483830045    10
11   0.361282101348593 0.824173568632546    10
12   0.362473503145907 0.827829308610944    10
13   0.353109329890231 0.830082347345069    10
14   0.362910746874832 0.791513673865666    10
15   0.355420039505816 0.832711879037561    10
16   0.364066393438179 0.798427780859697    10
17   0.357020496911673 0.80829262359623    10
18   0.36996427089673 0.767505952383772    10
19   0.361811482050712 0.804604814432878    10
20   0.360138648574662 0.829564376283884    10
21   0.363149218624017 0.802370127156678    10
22   0.367425948153482 0.780995293967521    10
23   0.359486815091145 0.831803558845877    10
24   0.365973099059488 0.798787576045925    10
25   0.369106754702216 0.806396750022714    10
26   0.35781332531792 0.798014289386856    10
27   0.3658807485034 0.818466879145149    10
28   0.366322532695563 0.844611566730691    10
29   0.379476495386143 0.837895785865271    10
30   0.363260876752406 0.693078050501299    10
31   0.402067816662907 0.817259977901699    10
32   0.398047726577488 0.748979163892614    10
33   0.354114034271106 0.763126257473004    10
34   0.351359434544406 0.825840650419991    10
35   0.342827515356248 0.804217713056687    10
36   0.338958172235493 0.780288430893961    10
37   0.338615100826132 0.79846068610459    10
38   0.344297070723655 0.84380780511799    10
39   0.347650427803728 0.794552155899851    10
40   0.337377101607558 0.820673253839118    10
41   0.353396856128256 0.803984722445307    10
42   0.340067311842972 0.875219606762926    10
43   0.338648524601581 0.782632828630426    10
44   0.347303814566658 0.819311798629087    10
45   0.385071023027649 0.817979558362481    10
46   0.469460400328217 0.836660819005829    10
0   0.643100309343367 0.583276107186407    7
1   0.645150283956582 0.545874196906198    7
2   0.649326930635198 0.566350549897265    7
3   0.642184202056114 0.569488910512064    7
4   0.65174856074043 0.552376596466843    7
5   0.650957088764926 0.560919405188997    7
6   0.64155411296349 0.555495485243341    7
7   0.640427367039479 0.554953762004743    7
8   0.652326142342758 0.564694570998995    7
9   0.64471411472141 0.544659197157443    7
10   0.644761323319813 0.550177286617782    7
11   0.644340344462762 0.550556463651446    7
12   0.642549949042632 0.544874852283783    7
13   0.646352755955718 0.563726266700314    7
14   0.64833437092841 0.541675508075741    7
15   0.646471461010037 0.552313065095063    7
16   0.649148864494919 0.550901375560329    7
17   0.646046368539146 0.561279500832711    7
18   0.638897958661914 0.552206470415967    7
19   0.651985262645439 0.548087666813103    7
20   0.647506952898311 0.567110824579231    7
21   0.646302749925212 0.558815656927777    7
22   0.651147052320539 0.551534369072442    7
23   0.643049730853932 0.561966150062744    7
24   0.652430218684685 0.542162667919456    7
25   0.647790728798896 0.55941408194758    7
26   0.646006310571124 0.561456251533173    7
27   0.646088355469374 0.565936436288666    7
28   0.644133425257905 0.553330535411192    7
29   0.64349367269881 0.546161031757379    7
30   0.637434397705988 0.571409489646953    7
31   0.652451643208224 0.534587380020184    7
32   0.676391005391793 0.497584662297072    7
33   0.673616232030781 0.495709428149098    7
34   0.673411978812965 0.496665558529571    7
35   0.672842978384097 0.507861827458214    7
36   0.678729085243617 0.502262003946498    7
37   0.674600728883661 0.506569606094331    7
38   0.68130123930564 0.518964775575569    7
39   0.68645801156913 0.492344755259182    7
40   0.675019674494365 0.509458862832275    7
41   0.671725649234418 0.492141541577553    7
42   0.674626643613465 0.485375104339823    7
43   0.680685018557483 0.498350017937469    7
44   0.678558854287189 0.509967112403501    7
45   0.676874440625511 0.491049043325233    7
46   0.673951643449527 0.506224157598126    7
47   0.676646344066512 0.498320458531794    7
48   0.676605710223157 0.491831023339955    7
49   0.676805347460345 0.492839318481288    7
50   0.681557872732128 0.506922911701849    7
51   0.674396975574609 0.506738295307628    7
52   0.673570509758633 0.50903404251244    7
53   0.661992210410062 0.547455221700488    7
0   0.766406914758591 0.492441580719174    8
1   0.87128610746197 0.463508995801817    8
2   0.884126118817335 0.465996439373839    8
3   0.880206505645447 0.472787077666908    8
4   0.876515878068972 0.491395776330251    8
5   0.881454449849798 0.501776624670015    8
6   0.877643165677 0.491868103965999    8
7   0.89090913218115 0.462359724424687    8
8   0.889274943544251 0.476272524600063    8
9   0.884698894202756 0.466960446990583    8
10   0.884909156503682 0.47610391273804    8
11   0.888625593549705 0.496467817560529    8
12   0.888670543262606 0.45979766287337    8
13   0.889392303301179 0.473984171101961    8
14   0.887597240361515 0.470979177489767    8
15   0.889872154955242 0.460043225193658    8
16   0.8863228484812 0.488890739812518    8
17   0.897044804602388 0.473748272389685    8
18   0.893764180020753 0.472923381672672    8
19   0.892509679883233 0.471952919026535    8
20   0.88664149122269 0.483436468681134    8
21   0.885255161311193 0.479704995916563    8
22   0.885263826661685 0.471796502802249    8
23   0.884845619965404 0.474011756519644    8
24   0.887030443610797 0.4673285137834    8
25   0.883190369636964 0.48532634397418    8
26   0.887235182140785 0.469041315947038    8
27   0.880080218859462 0.489060962433314    8
28   0.884598166928299 0.50208748878174    8
29   0.876698414925954 0.440210595899657    8
30   0.877335673137509 0.445215067025174    8
31   0.867630157684971 0.439537240189111    8
32   0.871580519693907 0.442122535876479    8
33   0.874973749849346 0.448409320174619    8
34   0.871077530132652 0.457548110948437    8
35   0.872239011040051 0.453283934356136    8
36   0.872008118517897 0.464477865654089    8
37   0.863685854903679 0.436533496638503    8
38   0.872615163175738 0.468192733288447    8
39   0.863909328938576 0.44813282834059    8
40   0.870715842527602 0.453767010918341    8
41   0.875299533072962 0.447440072234485    8
42   0.873286995659214 0.441381844742864    8
43   0.86594527629461 0.450918658535102    8
44   0.872620286885876 0.474093387738321    8
45   0.896782484434539 0.559862489685315    8
46   0.898006736962543 0.550500247198897    8
47   0.905126416926464 0.554519969640182    8
48   0.901555891994008 0.56319381272624    8
49   0.897622881244615 0.576357536882483    8
50   0.901447749880163 0.546980663517047    8
51   0.906069010995907 0.544781220252844    8
52   0.897676337044345 0.560908312028346    8
53   0.907908919272813 0.553616233349885    8
54   0.90243807305967 0.536782288375207    8
55   0.903143302277044 0.557835798515953    8
56   0.90066550140773 0.55253608458338    8
57   0.903485845453133 0.551461400736684    8
58   0.905783634190129 0.551685028380803    8
59   0.89919186639861 0.557254425085034    8
60   0.901522670162194 0.561371108025128    8
61   0.904710620176843 0.580586963806013    8
62   0.900751793252994 0.568165348065236    8
63   0.9149448813763 0.541408899224621    8
64   0.89735361720841 0.575858067478407    8
65   0.903223693022824 0.557858106859044    8
66   0.899789328084239 0.568110612905571    8
67   0.900079299511617 0.563355768162978    8
68   0.897506694774734 0.566442547443671    8
69   0.89959125168491 0.559762206623191    8
70   0.895492855141697 0.548894720937142    8
71   0.911943861080886 0.554976839180085    8
72   0.832176420606402 0.574710577998644    8
0   0.694681635277789 0.524116086284153    7
1   0.649251831665993 0.539384096475487    7
2   0.651422243682305 0.57289797807482    7
3   0.664169168795524 0.565834624552622    7
4   0.658652920400982 0.541211605418198    7
5   0.65797695615322 0.541703773708718    7
6   0.651882212248097 0.532690837495238    7
7   0.659198373425511 0.547715301970356    7
8   0.662032401228203 0.548220676211486    7
9   0.653848691262397 0.558005810040754    7
10   0.663373693053586 0.536454220483392    7
11   0.658506741909036 0.550600968778781    7
12   0.658354749116597 0.538720064638596    7
13   0.659974367752739 0.537478649339846    7
14   0.662633210433228 0.548464004379184    7
15   0.65631189649207 0.552124065521866    7
16   0.653661256330452 0.545076218598638    7
17   0.657370013020909 0.528734901725784    7
18   0.657276011048225 0.538665186583899    7
19   0.665487301558755 0.535537728942245    7
20   0.663222186679832 0.553059721270301    7
21   0.66317765229644 0.547446550109839    7
22   0.664079132976553 0.52955028303677    7
23   0.658312506226935 0.546248884351826    7
24   0.655811511706133 0.562665747142319    7
25   0.656525542987083 0.543999247599231    7
26   0.65498703630999 0.549260671610682    7
0   0.693841590602347 0.679809393167488    11
0   0.643916569964063 0.494539121650632    7
1   0.645338813634112 0.5052017842645    7
2   0.642842762959276 0.494681615112427    7
3   0.646180904398648 0.508068922237157    7
4   0.648465853505172 0.499086092023731    7
5   0.645048378198112 0.492563378790919    7
6   0.702294459284872 0.489754625662385    7
7   0.701642316526204 0.499075128486879    7
8   0.702026251360053 0.494201943664507    7
9   0.692815408498632 0.488817096217417    7
10   0.709617763706092 0.490607561586671    7
11   0.706976961066516 0.476737729735873    7
12   0.700490670732279 0.485731695036293    7
13   0.716093028790738 0.477111752225255    7
14   0.702644624205277 0.466931100170768    7
15   0.704300638343511 0.470883926263014    7
16   0.713897720776913 0.495308485370174    7
17   0.728227852762188 0.484452321108392    7
18   0.710421378820683 0.498006629317842    7
19   0.710387435505481 0.5008686532002    7
20   0.716430846203366 0.5016119228153    7
21   0.707160580201048 0.480583599340889    7
22   0.698529707201715 0.476531270728174    7
23   0.706114927608951 0.479743990666861    7
24   0.719064479631811 0.487460683743734    7
25   0.714452655977425 0.476140832130568    7
26   0.710244906941398 0.486842188696869    7
27   0.710393042113083 0.485944069831248    7
